1 0 1 0 0 2 10 0
1 0 3 0 0 2 10 0
1 0 19 0 0 2 10 0
1 0 23 0 0 2 10 0
1 0 40 0 0 2 10 0
1 0 45 0 0 2 10 0
1 0 48 0 0 2 10 0
1 0 50 0 0 2 10 0
1 0 56 0 0 2 10 0
1 1 8 0 0 2 10 0
1 1 11 0 0 2 10 0
1 1 42 0 0 2 10 0
1 1 48 0 0 2 10 0
1 2 25 0 0 2 10 0
1 3 8 0 0 2 10 0
1 3 19 0 0 2 10 0
1 3 30 0 0 2 10 0
1 3 46 0 0 2 10 0
1 3 52 0 0 2 10 0
1 4 1 0 0 2 10 0
1 4 20 0 0 2 10 0
1 4 22 0 0 2 10 0
1 4 26 0 0 2 10 0
1 5 3 0 0 2 10 0
1 5 9 0 0 2 10 0
1 5 11 0 0 2 10 0
1 5 15 0 0 2 10 0
1 5 17 0 0 2 10 0
1 5 26 0 0 2 10 0
1 5 43 0 0 2 10 0
1 6 9 0 0 2 10 0
1 6 12 0 0 2 10 0
1 6 27 0 0 2 10 0
1 6 28 0 0 2 10 0
1 6 33 0 0 2 10 0
1 6 35 0 0 2 10 0
1 6 41 0 0 2 10 0
1 7 5 0 0 2 10 0
1 7 14 0 0 2 10 0
1 7 20 0 0 2 10 0
1 7 34 0 0 2 10 0
1 7 35 0 0 2 10 0
1 7 36 0 0 2 10 0
1 7 38 0 0 2 10 0
1 7 42 0 0 2 10 0
1 7 55 0 0 2 10 0
1 8 5 0 0 2 10 0
1 8 14 0 0 2 10 0
1 8 28 0 0 2 10 0
1 8 46 0 0 2 10 0
1 8 51 0 0 2 10 0
1 8 57 0 0 2 10 0
1 9 8 0 0 2 10 0
1 9 22 0 0 2 10 0
1 9 24 0 0 2 10 0
1 9 43 0 0 2 10 0
1 9 46 0 0 2 10 0
1 10 45 0 0 2 10 0
1 10 47 0 0 2 10 0
1 10 51 0 0 2 10 0
1 10 58 0 0 2 10 0
1 11 1 0 0 2 10 0
1 11 6 0 0 2 10 0
1 11 25 0 0 2 10 0
1 11 27 0 0 2 10 0
1 11 33 0 0 2 10 0
1 11 59 0 0 2 10 0
1 12 5 0 0 2 10 0
1 12 12 0 0 2 10 0
1 12 16 0 0 2 10 0
1 12 17 0 0 2 10 0
1 12 36 0 0 2 10 0
1 12 37 0 0 2 10 0
1 12 39 0 0 2 10 0
1 13 10 0 0 2 10 0
1 13 11 0 0 2 10 0
1 13 15 0 0 2 10 0
1 13 23 0 0 2 10 0
1 13 24 0 0 2 10 0
1 13 58 0 0 2 10 0
1 14 3 0 0 2 10 0
1 14 8 0 0 2 10 0
1 14 18 0 0 2 10 0
1 14 20 0 0 2 10 0
1 14 22 0 0 2 10 0
1 14 50 0 0 2 10 0
1 15 35 0 0 2 10 0
1 15 44 0 0 2 10 0
1 16 6 0 0 2 10 0
1 16 15 0 0 2 10 0
1 16 18 0 0 2 10 0
1 16 19 0 0 2 10 0
1 16 20 0 0 2 10 0
1 16 22 0 0 2 10 0
1 16 28 0 0 2 10 0
1 16 32 0 0 2 10 0
1 16 36 0 0 2 10 0
1 16 39 0 0 2 10 0
1 16 49 0 0 2 10 0
1 16 58 0 0 2 10 0
1 17 1 0 0 2 10 0
1 17 3 0 0 2 10 0
1 17 9 0 0 2 10 0
1 17 21 0 0 2 10 0
1 17 34 0 0 2 10 0
1 18 3 0 0 2 10 0
1 18 12 0 0 2 10 0
1 18 19 0 0 2 10 0
1 18 28 0 0 2 10 0
1 18 32 0 0 2 10 0
1 18 44 0 0 2 10 0
1 19 7 0 0 2 10 0
1 19 25 0 0 2 10 0
1 19 35 0 0 2 10 0
1 19 39 0 0 2 10 0
1 19 44 0 0 2 10 0
1 19 45 0 0 2 10 0
1 19 50 0 0 2 10 0
1 20 3 0 0 2 10 0
1 20 28 0 0 2 10 0
1 20 37 0 0 2 10 0
1 20 41 0 0 2 10 0
1 20 51 0 0 2 10 0
1 21 2 0 0 2 10 0
1 21 16 0 0 2 10 0
1 21 57 0 0 2 10 0
1 22 2 0 0 2 10 0
1 22 10 0 0 2 10 0
1 22 30 0 0 2 10 0
1 23 2 0 0 2 10 0
1 23 15 0 0 2 10 0
1 23 28 0 0 2 10 0
1 23 43 0 0 2 10 0
1 24 4 0 0 2 10 0
1 24 51 0 0 2 10 0
1 25 42 0 0 2 10 0
1 25 57 0 0 2 10 0
1 26 15 0 0 2 10 0
1 26 19 0 0 2 10 0
1 26 28 0 0 2 10 0
1 26 40 0 0 2 10 0
1 26 51 0 0 2 10 0
1 26 57 0 0 2 10 0
1 27 9 0 0 2 10 0
1 27 21 0 0 2 10 0
1 27 38 0 0 2 10 0
1 27 55 0 0 2 10 0
1 28 0 0 0 2 10 0
1 28 10 0 0 2 10 0
1 28 18 0 0 2 10 0
1 28 34 0 0 2 10 0
1 28 37 0 0 2 10 0
1 29 3 0 0 2 10 0
1 29 21 0 0 2 10 0
1 29 24 0 0 2 10 0
1 29 42 0 0 2 10 0
1 30 20 0 0 2 10 0
1 30 25 0 0 2 10 0
1 30 29 0 0 2 10 0
1 30 30 0 0 2 10 0
1 30 33 0 0 2 10 0
1 30 36 0 0 2 10 0
1 30 44 0 0 2 10 0
1 30 51 0 0 2 10 0
1 30 56 0 0 2 10 0
1 31 25 0 0 2 10 0
1 31 40 0 0 2 10 0
1 31 51 0 0 2 10 0
1 31 53 0 0 2 10 0
1 32 0 0 0 2 10 0
1 32 3 0 0 2 10 0
1 32 31 0 0 2 10 0
1 32 42 0 0 2 10 0
1 32 46 0 0 2 10 0
1 33 1 0 0 2 10 0
1 33 20 0 0 2 10 0
1 33 22 0 0 2 10 0
1 33 23 0 0 2 10 0
1 33 39 0 0 2 10 0
1 33 42 0 0 2 10 0
1 34 25 0 0 2 10 0
1 34 29 0 0 2 10 0
1 34 45 0 0 2 10 0
1 34 54 0 0 2 10 0
1 34 57 0 0 2 10 0
1 35 2 0 0 2 10 0
1 35 21 0 0 2 10 0
1 35 26 0 0 2 10 0
1 35 55 0 0 2 10 0
1 35 56 0 0 2 10 0
1 36 4 0 0 2 10 0
1 36 11 0 0 2 10 0
1 36 12 0 0 2 10 0
1 36 15 0 0 2 10 0
1 36 23 0 0 2 10 0
1 37 3 0 0 2 10 0
1 37 5 0 0 2 10 0
1 37 32 0 0 2 10 0
1 37 33 0 0 2 10 0
1 37 35 0 0 2 10 0
1 37 45 0 0 2 10 0
1 37 52 0 0 2 10 0
1 37 58 0 0 2 10 0
1 38 27 0 0 2 10 0
1 38 40 0 0 2 10 0
1 39 6 0 0 2 10 0
1 39 20 0 0 2 10 0
1 39 27 0 0 2 10 0
1 39 34 0 0 2 10 0
1 39 43 0 0 2 10 0
1 39 47 0 0 2 10 0
1 40 3 0 0 2 10 0
1 40 21 0 0 2 10 0
1 40 37 0 0 2 10 0
1 40 49 0 0 2 10 0
1 40 50 0 0 2 10 0
1 40 57 0 0 2 10 0
1 41 0 0 0 2 10 0
1 41 3 0 0 2 10 0
1 41 10 0 0 2 10 0
1 41 37 0 0 2 10 0
1 42 1 0 0 2 10 0
1 42 10 0 0 2 10 0
1 42 29 0 0 2 10 0
1 42 36 0 0 2 10 0
1 42 38 0 0 2 10 0
1 42 54 0 0 2 10 0
1 43 18 0 0 2 10 0
1 43 24 0 0 2 10 0
1 43 32 0 0 2 10 0
1 43 47 0 0 2 10 0
1 43 48 0 0 2 10 0
1 43 56 0 0 2 10 0
1 44 9 0 0 2 10 0
1 44 17 0 0 2 10 0
1 44 47 0 0 2 10 0
